ax,ay,wx,wy,wz,fl_duty,fr_duty,rl_duty,rr_duty
2.089386857329911,-4.803821091728926,0.0599962762501842,0.3252269372249449,-0.1064713909230786,92.9319014292428,70.9853372589476,83.67405352279087,79.08608596421625
0.0704744098124161,0.1770746733902464,0.00863031579893,-0.1378491616807668,-0.2299850519724973,88.28800994815383,74.53069025004055,86.63428295442091,75.96060463121225
1.042837600478987,-0.1079563111241013,0.0018824026329031,0.4394273595914026,-0.0715396061557435,95.53585252788918,95.5381571475722,93.3314078040066,93.12820720407278
-0.8285355988095167,1.1242738293121295,0.0693377848919689,-0.0190220134310842,0.2035804686860106,78.33608274243427,80.55958044863836,79.1771633797637,80.53291348205104
4.554895697813359,-4.687193498307091,0.062620700321117,0.1561692616570965,0.1006945996259079,88.33145976364084,88.38915284275957,88.50046885341013,88.55802345644732
0.7768107183638588,-0.1835209984207989,0.1414847479791882,0.1446045710671157,0.0210101073150264,88.98062894219022,88.9906676845368,89.01260867946638,89.02263475309383
0.8170498447403696,-2.181416911858281,0.010194033052528,0.0240684604430932,-0.0615372385528326,87.97096543350101,87.94424316696411,87.90076331892955,87.87405751230453
-0.5679169507666118,3.153180554286415,-0.0643267527044725,0.090567336160843,0.1997889959124895,89.23289095053214,89.32160440452368,89.54192369602349,89.62902033268861
2.7594391068538795,0.9279572813171992,0.0346106722189984,0.0888746983536827,0.1032418692862029,91.69115978701474,91.71475084775078,91.83968658153056,91.86256460734536
1.4602546982812756,-1.037564322373952,0.0830296109149119,0.0528721839090368,-0.0386007953799112,91.4701255188723,91.4621572049958,91.42390461016112,91.41586993903664
1.96240672851698,-0.9590217168358816,0.0226369570797883,0.1201128736655079,-0.0043618833731544,91.40351351076642,91.4027332607472,91.3990538314031,91.39827296836006
-0.417782481135411,-4.288764530944945,0.1897866973842592,0.0235921555931439,-0.0786515337771541,90.16570598893946,90.14868723536456,90.0955573306336,90.07842501322398
4.002203832327636,0.5852843497609548,0.0227871927124103,0.0117859048004497,-0.054297704925808,90.81233956456325,90.802777709842,90.76594619282426,90.75632501380458
1.3913958828637758,0.9919347510633472,0.0138530892315123,-0.0625035499434233,-0.3000331858860198,91.31262081602958,91.26552342812472,91.05662010983592,91.00756634944692
-0.0906745181781311,0.0736144887973788,-0.0252929852543541,-0.1468475229970164,-0.1614648094570841,91.24917195699648,91.22354346951668,91.1107067567425,91.08450729258088
3.637529774162155,-3.9424381878538046,0.0132648846773286,0.0425332673462754,0.0416106009763759,90.72088880252348,90.727346319869,90.75173815969444,90.75816975844944
1.20119830122326,-3.2435476692209413,-0.1018164783414295,0.2449186271250744,0.0163178518182936,90.2681416368885,90.2707369209313,90.27920618671844,90.28179851174828
3.9761755483674386,-9.28583554101866,-0.0470300925614636,0.2265004749972632,0.0055157541392741,88.94866429368162,88.949514660138,88.95134503590617,88.95219531764681
1.0367134743238666,3.0802360542749394,0.0568637220335496,-0.0563859692731727,-0.2013667092220853,89.75976809596978,89.73113275334427,89.65295471696824,89.62409670551486
-0.0631932728780971,-0.455798017551399,0.021440392876583,0.1110170849133476,-0.1416354650156554,89.67033552867551,89.65003374002455,89.59586452177587,89.57545805494736
2.754475154285716,-2.2576898844717346,0.0829820689325675,-0.0222405814402402,-0.0506128483893688,89.5986243252672,89.59174082758985,89.5736374482311,89.56674241061617
3.8496820936340193,1.4166476591174164,-0.0112936072212532,0.0660225912697229,-0.0422063825648093,90.10808004296258,90.10298326105828,90.08724241996616,90.08213571880503
-20.16659736329555,31.13395541351139,0.0955624396574677,-0.1984176842345164,0.0788191993898177,94.63567281164109,94.6386834792544,94.72488374317815,94.72758523858828
-0.4656664829222787,-0.3405992945133975,0.0716880778308566,0.0125272561781581,0.0104206285172597,94.55016053098448,94.55060562522245,94.56209156382948,94.5625311251976
0.6328097782334051,0.1538414493107909,0.0988567017164979,0.2202572276140253,0.0142054718009513,94.61016051475588,94.61071811295842,94.62613879030924,94.62668645416852
1.079219381144497,1.038983036417283,-0.077960317870601,-0.133300380607821,0.1403140182089064,94.85390601166444,94.85776701379484,95.00820564752917,95.01114053992956
1.110533779317432,2.705112806822989,0.1008289266945418,0.2887699844625666,-0.0876413947462089,95.16575160615707,95.16455192466248,95.25864709959866,95.25778724303808
0.6497390269026403,-1.5446526319660316,-0.0640440816747476,0.1967503280249853,0.0357134486151319,95.32726185278712,95.32750435011978,95.3645557346153,95.3647437068728
-86.50858160438555,-1.3409369640008708,0.1606381976284605,0.2780253569346955,-0.1361856576425429,65.7875697628102,65.78649847049604,65.88047936253238,65.8790698753175
-6.960630149389722,19.16951559323562,0.0365773680773717,-0.3219582391237935,-0.2034472761559181,68.15119702783063,68.13902059741754,68.03673292518427,68.02503907170575
0.3051718553409952,0.2552348542263186,-0.0171500017704114,0.1380720851361582,-0.0375523625323007,68.14803458110748,68.14577555389694,68.12690006430223,68.12465749824989
0.9378388174753932,-0.0589357557659874,-0.1414053980191905,-0.2331566665407684,0.027261284881751,68.15974020270876,68.16141448221005,68.1752939655686,68.17697715525985
0.7674169027464219,1.1646283227707757,0.0235350660069783,-0.1331867009421011,0.0327394639474756,68.37272511245246,68.37490663990512,68.39140334165737,68.39359754091498
0.4073227360234378,-0.6218037254598101,-0.0499425929478258,0.0645067550039338,-0.0234975424540148,68.31898438347648,68.31743462948549,68.3054173840308,68.30387434036
0.2975049513012365,0.9491550496295732,0.0511529992896612,-0.0868029756581388,-0.122812630317039,68.50214627519213,68.49355452420315,68.43151404152623,68.42310189872951
