ax,ay,az,wx,wy,wz,fx,fy,vx,vy,fl_slip,fr_slip,rl_slip,rr_slip,fl_ki,fr_ki,rl_ki,rr_ki,fl_rpm,fr_rpm,rl_rpm,rr_rpm,fl_duty,fr_duty,rl_duty,rr_duty
2.089386857329911,-4.803821091728926,3.402433673490079,0.059996276250184215,0.3252269372249449,-0.10647139092307867,2770.5269728194617,-6369.866767632556,0.02089386857329911,-0.04803821091728926,0.5255814255967273,2.360679355007375,-0.9929839383189161,-1.9353339862894436,0.9474418574403273,0.7639320644992625,0.9007016061681083,0.8064666013710556,92931.90142924282,70985.3372589476,83674.05352279087,79086.08596421625,92.93190142924281,70.9853372589476,83.67405352279087,79.08608596421625
0.0704744098124161,0.1770746733902464,1.258249022228009,0.008630315798930059,-0.13784916168076689,-0.22998505197249733,93.44906741126374,234.80101691546673,0.03231241583918687,-0.019347860291012084,0.799445018637902,2.1579819919188106,-0.8831441651736198,-2.0829621612532185,0.9200554981362098,0.784201800808119,0.9116855834826381,0.7917037838746781,88288.00994815382,74530.69025004056,86634.28295442091,75960.60463121225,88.28800994815383,74.53069025004055,86.63428295442091,75.96060463121225
1.042837600478987,-0.10795631112410131,1.1215287193847079,0.0018824026329031511,0.43942735959140267,-0.07153960615574353,1382.8026582351367,-143.15006855055833,1.1624230310202388,-0.13633882141582965,-0.05323507594337087,-0.05837611881886137,-0.16930528945838788,-0.18533432883260667,0.9946764924056629,0.9941623881181139,0.9830694710541612,0.9814665671167393,95535.85252788918,95538.15714757222,93331.40780400658,93128.20720407278,95.53585252788918,95.5381571475722,93.33140780400659,93.12820720407278
-0.8285355988095167,1.1242738293121297,1.7748631700035915,0.06933778489196893,-0.01902201343108429,0.20358046868601062,-1098.6382040214191,1490.787097667884,-0.1436986949155381,1.6359911502540818,1.7748298485116465,1.5645226101780074,1.7305393442182755,1.5659111758073647,0.8225170151488354,0.8435477389821993,0.8269460655781724,0.8434088824192635,78336.08274243427,80559.58044863836,79177.1633797637,80532.91348205105,78.33608274243427,80.55958044863836,79.1771633797637,80.53291348205104
4.554895697813359,-4.687193498307091,1.8801298870671772,0.06262070032111709,0.15616926165709652,0.10069459962590792,6039.791695300514,-6215.218578755203,12.458759238889932,-11.332507539711328,-0.7455293705785517,-0.7394899451496302,-0.7366786332628779,-0.7306493400087023,0.9254470629421448,0.9260510054850369,0.9263321366737122,0.9269350659991298,88331.45976364084,88389.15284275958,88500.46885341012,88558.0234564473,88.33145976364084,88.38915284275957,88.50046885341013,88.55802345644732
0.7768107183638588,-0.18352099842079894,1.631250891378997,0.1414847479791882,0.14460457106711574,0.021010107315026432,1030.0510125504768,-243.3488439059794,14.665467417028125,-11.853840830436562,-0.6811626219694208,-0.6801116515866542,-0.6794292050146147,-0.678379015541614,0.9318837378030579,0.9319888348413345,0.9320570794985386,0.9321620984458386,88980.62894219022,88990.6676845368,89012.60867946637,89022.63475309384,88.98062894219022,88.9906676845368,89.01260867946638,89.02263475309383
0.8170498447403696,-2.181416911858281,5.405011669467835,0.010194033052528029,0.02406846044309322,-0.06153723855283262,1083.40809412573,-2892.5588251240806,16.496107506323263,-16.74141198172064,-0.7895403872529313,-0.7923380263350865,-0.7932158822509768,-0.7960132178452315,0.9210459612747068,0.9207661973664913,0.9206784117749023,0.9203986782154768,87970.965433501,87944.24316696411,87900.76331892954,87874.05751230454,87.97096543350101,87.94424316696411,87.90076331892955,87.87405751230453
-0.5679169507666118,3.153180554286415,3.5771227070129497,-0.06432675270447251,0.09056733616084303,0.19978899591248953,-753.0578767165272,4181.117414983786,15.542522195551879,-11.446928950850221,-0.6477371909249815,-0.6384840390368015,-0.6310219035362791,-0.6218641061083621,0.9352262809075018,0.9361515960963198,0.936897809646372,0.9378135893891638,89232.89095053214,89321.60440452368,89541.92369602348,89629.02033268861,89.23289095053214,89.32160440452368,89.54192369602349,89.62902033268861
2.7594391068538795,0.9279572813171992,2.763444040601385,0.03461067221899847,0.08887469835368275,0.1032418692862029,3659.016255688244,1230.4713550266063,22.340872213857008,-9.160747536388149,-0.39431475568636104,-0.3918620787620674,-0.3863831053507171,-0.3839694853239627,0.9605685244313639,0.9608137921237933,0.9613616894649283,0.9616030514676037,91691.15978701474,91714.75084775078,91839.68658153055,91862.56460734537,91.69115978701474,91.71475084775078,91.83968658153056,91.86256460734536
1.4602546982812756,-1.0375643223739521,5.991340080002378,0.08302961091491196,0.05287218390903684,-0.03860079537991127,1936.2977299209715,-1375.8102914678605,25.91743756449977,-11.702027909485782,-0.4224549011133459,-0.42329096132924426,-0.424927401048475,-0.4257671169054037,0.9577545098886654,0.9576709038670755,0.9575072598951525,0.9574232883094597,91470.12551887229,91462.1572049958,91423.90461016112,91415.86993903662,91.4701255188723,91.4621572049958,91.42390461016112,91.41586993903663
1.9624067285169802,-0.9590217168358816,5.845169569332597,0.022636957079788345,0.12011287366550799,-0.004361883373154424,2602.1513220135157,-1271.662796524379,30.24466028396747,-13.816727426792925,-0.4283606457654655,-0.42844239174661036,-0.4285992662353305,-0.428681046013762,0.9571639354234535,0.9571557608253389,0.957140073376467,0.9571318953986238,91403.51351076642,91402.73326074719,91399.0538314031,91398.27296836006,91.40351351076642,91.4027332607472,91.3990538314031,91.39827296836006
